-158.0716,21.3084,8500,72,1
-150.1416,26.6287,1500,22,1
-143.9943,28.4874,8500,72,1
-137.741,32.0055,1500,22,1
-130.8881,35.1714,8500,72,1
-122.0475,37.4152,8500,72,1
